               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10339,            0.027167,                   0,            0.021063,            0.034314,           0.0061076,          0.00098287,            0.071034,            0.025164,                   0,             0.00025,             0.00025,             0.09775
                   1,             0.07884,            0.031057,                   0,             0.39061,             0.51961,             0.32666,            0.072014,            0.054674,            0.026164,                   0,           0.0005099,           0.0005099,             0.09541
                   2,            0.063136,            0.027993,                   0,              0.6629,              0.7549,             0.63489,             0.15647,            0.049661,            0.020044,                   0,          0.00076939,          0.00076939,            0.093069
                   3,            0.057325,            0.022707,                   0,             0.84927,             0.85294,             0.89074,             0.28334,            0.044317,            0.015791,                   0,           0.0010282,           0.0010282,            0.090728
                   4,            0.055523,            0.019434,                   0,             0.68043,             0.88718,             0.80241,             0.27141,            0.040164,            0.013625,                   0,           0.0012859,           0.0012859,            0.088386
                   5,            0.052712,            0.017349,                   0,             0.97029,             0.96064,             0.98596,             0.44478,             0.03579,            0.012386,                   0,           0.0015424,           0.0015424,            0.086042
                   6,            0.048949,            0.015721,                   0,             0.90728,             0.91138,             0.95364,             0.36352,            0.037454,              0.0111,                   0,           0.0017972,           0.0017972,            0.083697
                   7,            0.047533,             0.01466,                   0,             0.89262,             0.89706,             0.87353,             0.29439,            0.040833,            0.010619,                   0,           0.0020501,           0.0020501,             0.08135
                   8,            0.045447,            0.013816,                   0,             0.87554,             0.93104,             0.91663,             0.39323,             0.03472,            0.010051,                   0,           0.0023007,           0.0023007,            0.079001
                   9,            0.042572,            0.013429,                   0,               0.971,              0.9902,             0.99132,              0.4675,            0.032217,           0.0098317,                   0,           0.0025489,           0.0025489,            0.076649
